         9162875 function calls (9143498 primitive calls) in 46.375 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.047    0.023 _version.py:1(<module>)
        1    0.000    0.000    0.031    0.031 decoder.py:1(<module>)
        1    0.000    0.000    0.016    0.016 scanner.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:1491(__or__)
     1738    0.000    0.000    0.000    0.000 enum.py:1093(__new__)
        3    0.000    0.000    0.000    0.000 enum.py:1376(_missing_)
        3    0.000    0.000    0.000    0.000 enum.py:1438(<listcomp>)
       10    0.000    0.000    0.000    0.000 enum.py:1366(_iter_member_by_def_)
       15    0.000    0.000    0.000    0.000 :0(sorted)
       10    0.000    0.000    0.000    0.000 enum.py:1356(_iter_member_by_value_)
       10    0.000    0.000    0.000    0.000 enum.py:116(_iter_bits_lsb)
        7    0.000    0.000    0.000    0.000 enum.py:1373(<lambda>)
      109    0.000    0.000    0.344    0.003 __init__.py:225(compile)
       50    0.000    0.000    0.000    0.000 enum.py:192(__get__)
       29    0.000    0.000    0.000    0.000 enum.py:1245(value)
      198    0.000    0.000    0.000    0.000 _compiler.py:568(isstring)
      198    0.000    0.000    0.016    0.000 enum.py:1501(__and__)
       99    0.000    0.000    0.328    0.003 _compiler.py:738(compile)
       99    0.000    0.000    0.188    0.002 _parser.py:970(parse)
      100    0.000    0.000    0.000    0.000 _parser.py:222(__init__)
       99    0.000    0.000    0.000    0.000 _parser.py:73(__init__)
     1034    0.000    0.000    0.000    0.000 _parser.py:284(tell)
      759    0.000    0.000    0.000    0.000 _parser.py:109(__init__)
     2249    0.000    0.000    0.000    0.000 _parser.py:247(match)
      153    0.000    0.000    0.000    0.000 _parser.py:82(opengroup)
      507    0.000    0.000    0.000    0.000 _parser.py:79(groups)
     1149    0.000    0.000    0.000    0.000 :0(ord)
     1235    0.000    0.000    0.000    0.000 _parser.py:170(append)
      374    0.000    0.000    0.000    0.000 _parser.py:166(__setitem__)
      178    0.000    0.000    0.000    0.000 _parser.py:444(_uniq)
      178    0.000    0.000    0.000    0.000 :0(fromkeys)
      251    0.000    0.000    0.000    0.000 _parser.py:367(_escape)
       99    0.000    0.000    0.000    0.000 _parser.py:954(fix_flags)
       99    0.000    0.000    0.141    0.001 _compiler.py:571(_code)
       99    0.000    0.000    0.016    0.000 _compiler.py:509(_compile_info)
   115/91    0.000    0.000    0.000    0.000 _compiler.py:434(_get_literal_prefix)
      189    0.000    0.000    0.000    0.000 _compiler.py:426(_get_iscased)
      195    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       74    0.000    0.000    0.000    0.000 _compiler.py:465(_get_charset_prefix)
      364    0.000    0.000    0.016    0.000 _compiler.py:396(_simple)
      922    0.000    0.000    0.000    0.000 :0(find)
      300    0.000    0.000    0.000    0.000 _compiler.py:214(_compile_charset)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
      182    0.000    0.000    0.000    0.000 _parser.py:307(_class_escape)
       15    0.000    0.000    0.000    0.000 _parser.py:256(getwhile)
       57    0.000    0.000    0.000    0.000 _compiler.py:384(_mk_bitmap)
      141    0.000    0.000    0.000    0.000 :0(translate)
       57    0.000    0.000    0.000    0.000 _compiler.py:386(<listcomp>)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       21    0.000    0.000    0.000    0.000 :0(insert)
      448    0.000    0.000    0.000    0.000 :0(chr)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 __init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 decoder.py:332(decode)
     1232    0.000    0.000    0.000    0.000 :0(match)
       26    0.000    0.000    0.000    0.000 :0(end)
        1    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
     3399    0.000    0.000    0.000    0.000 :0(split)
        9    0.000    0.000    0.000    0.000 <frozen _collections_abc>:778(__contains__)
       24    0.000    0.000    0.000    0.000 <frozen os>:674(__getitem__)
       28    0.000    0.000    0.000    0.000 <frozen os>:748(encodekey)
       30    0.000    0.000    0.000    0.000 <frozen os>:742(check_str)
      153    0.000    0.000    0.000    0.000 :0(upper)
        2    0.000    0.000    0.000    0.000 <frozen os>:682(__setitem__)
        2    0.000    0.000    0.000    0.000 :0(putenv)
        1    0.000    0.000    0.016    0.016 multiarray.py:1(<module>)
        2    0.000    0.000    0.016    0.008 overrides.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
        1    0.000    0.000    0.000    0.000 datetime.py:573(timedelta)
       12    0.000    0.000    0.000    0.000 datetime.py:592(__new__)
      100    0.000    0.000    0.000    0.000 :0(abs)
       60    0.000    0.000    0.000    0.000 :0(divmod)
       28    0.000    0.000    0.000    0.000 :0(round)
        1    0.000    0.000    0.000    0.000 datetime.py:893(date)
        2    0.000    0.000    0.000    0.000 datetime.py:923(__new__)
        5    0.000    0.000    0.000    0.000 datetime.py:515(_check_date_fields)
       52    0.000    0.000    0.000    0.000 :0(index)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        1    0.000    0.000    0.000    0.000 datetime.py:1223(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1284(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 datetime.py:1315(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1340(__new__)
        5    0.000    0.000    0.000    0.000 datetime.py:528(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:545(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:1669(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1677(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2297(timezone)
        2    0.000    0.000    0.000    0.000 datetime.py:765(__neg__)
        3    0.000    0.000    0.000    0.000 datetime.py:2317(_create)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncNoLoopError)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:71(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:98(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 dtypes.py:1(<module>)
       24    0.000    0.000    0.000    0.000 dtypes.py:66(_add_dtype_helper)
       17    0.000    0.000    0.000    0.000 :0(removeprefix)
      350    0.000    0.000    0.000    0.000 :0(add_docstring)
       90    0.000    0.000    0.000    0.000 __init__.py:348(namedtuple)
      398    0.000    0.000    0.000    0.000 :0(intern)
     2046    0.000    0.000    0.000    0.000 :0(isidentifier)
      383    0.000    0.000    0.000    0.000 __init__.py:422(<genexpr>)
       90    0.000    0.000    0.000    0.000 :0(eval)
      335    0.000    0.000    0.000    0.000 <string>:1(<module>)
      126    0.000    0.000    0.000    0.000 :0(_getframe)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
       23    0.000    0.000    0.000    0.000 overrides.py:177(decorator)
      317    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
      317    0.000    0.000    0.031    0.000 overrides.py:142(decorator)
      842    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        2    0.000    0.000    0.000    0.000 <frozen os>:688(__delitem__)
        2    0.000    0.000    0.000    0.000 :0(unsetenv)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.047    0.047 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.047    0.047 _type_aliases.py:1(<module>)
        1    0.000    0.000    0.016    0.016 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(_resolve_filename)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:964(create_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:977(exec_module)
        1    0.000    0.000    0.000    0.000 :0(get_frozen_object)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:1(<module>)
       25    0.000    0.000    0.000    0.000 <frozen zipimport>:361(_is_dir)
       17    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       15    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        1    0.000    0.000    0.000    0.000 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:181(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:211(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:314(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:322(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:327(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:333(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:341(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:346(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:352(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:794(_Quoter)
     2387    0.000    0.000    0.000    0.000 :0(callable)
        4    0.000    0.000    0.000    0.000 parse.py:785(__getattr__)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:129(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:231(_PosixFlavour)
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:300(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:325(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:331(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:347(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:378(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:422(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:455(PurePath)
        1    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        1    0.000    0.000    0.000    0.000 pathlib.py:834(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:844(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:857(Path)
        1    0.000    0.000    0.000    0.000 pathlib.py:1391(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1398(WindowsPath)
        1    0.000    0.000    0.000    0.000 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
       14    0.000    0.000    0.000    0.000 :0(dir)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
        1    0.000    0.000    0.000    0.000 py3k.py:92(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:92(<genexpr>)
        1    0.000    0.000    0.016    0.016 _type_aliases.py:94(_add_aliases)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       28    0.000    0.000    0.000    0.000 :0(next)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:123(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:151(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:425(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:441(_construct_lookups)
       24    0.000    0.000    0.000    0.000 numerictypes.py:514(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 numerictypes.py:589(_register_types)
        1    0.000    0.000    0.000    0.000 :0(set_typeDict)
